Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorkedGroup,AttrionLikelihood,RiskLevel
31,Yes,Travel_Rarely,542,Sales,20,Bachelor,Life Sciences,Medium,Female,Junior Level,Sales Executive,High,Married,4559,Yes,High,Medium,4,2,High,2,2,2,2,2-3 companies,0.481182387,Strong
41,No,Travel_Rarely,802,Sales,9,Below College,Life Sciences,High,Male,Mid Level,Sales Executive,High,Divorced,8189,Yes,High,Medium,12,2,High,9,7,0,7,2-3 companies,0.167643735,Weak
26,No,Travel_Rarely,1355,Human Resources,25,Below College,Life Sciences,High,Female,Entry Level,Human Resources,High,Married,2942,No,Very High,Medium,8,3,High,8,7,5,7,0-1 Companies,0.012801201,Weak
36,No,Travel_Rarely,216,Research & Development,6,College,Medical,Medium,Male,Junior Level,Manufacturing Director,Medium,Divorced,4941,No,Very High,High,7,0,High,3,2,0,1,5+ companies,0.002376164,Weak
51,Yes,Travel_Frequently,1150,Research & Development,8,Master,Life Sciences,Low,Male,Mid Level,Manufacturing Director,Very High,Single,10650,No,Very High,Low,18,2,High,4,2,0,3,2-3 companies,0.026485197,Weak
39,No,Travel_Rarely,1329,Sales,4,Master,Life Sciences,Very High,Female,Junior Level,Sales Executive,High,Married,5902,No,High,Medium,17,1,Very High,15,11,5,9,4-5 companies,0.008941797,Weak
25,No,Travel_Rarely,959,Sales,28,Bachelor,Life Sciences,Low,Male,Junior Level,Sales Executive,High,Married,8639,No,Very High,Low,6,3,High,2,2,2,2,2-3 companies,0.456760951,Strong
30,No,Travel_Rarely,1240,Human Resources,9,Bachelor,Human Resources,High,Male,Junior Level,Human Resources,Very High,Married,6347,Yes,Very High,Low,12,2,Low,11,9,4,7,,0.138896617,Weak
32,Yes,Travel_Rarely,1033,Research & Development,9,Bachelor,Medical,Low,Female,Entry Level,Laboratory Technician,Low,Single,4200,No,Low,Low,10,2,Very High,5,4,0,4,5+ companies,0.868390361,Strong
45,No,Travel_Rarely,1316,Research & Development,29,Bachelor,Medical,High,Male,Entry Level,Research Scientist,Very High,Single,3452,No,Medium,Low,9,2,Medium,6,5,0,3,4-5 companies,0.029082712,Weak
38,No,Travel_Rarely,364,Research & Development,3,Doctor,Technical Degree,Very High,Female,Junior Level,Research Scientist,High,Single,4317,Yes,Medium,Low,19,2,High,3,2,2,2,2-3 companies,0.106510142,Weak
30,No,Travel_Rarely,438,Research & Development,18,Bachelor,Life Sciences,Low,Female,Entry Level,Research Scientist,High,Single,2632,No,High,Low,5,4,Medium,5,4,0,4,0-1 Companies,0.30393772,Medium
32,No,Travel_Frequently,689,Sales,9,College,Medical,Very High,Male,Junior Level,Sales Executive,Very High,Divorced,4668,No,Very High,Very High,9,2,Very High,8,7,0,7,,0.049487085,Weak
30,No,Travel_Rarely,201,Research & Development,5,Bachelor,Technical Degree,Very High,Female,Entry Level,Research Scientist,Low,Divorced,3204,No,Very High,Medium,8,3,High,3,2,2,2,4-5 companies,0.013355751,Weak
30,No,Travel_Rarely,1427,Research & Development,2,Below College,Medical,Medium,Male,Entry Level,Laboratory Technician,Very High,Single,2720,No,Very High,Low,6,3,High,5,3,1,2,,0.028046503,Weak
41,No,Travel_Frequently,857,Research & Development,10,Bachelor,Life Sciences,Very High,Male,Senior Level,Manager,Low,Divorced,17181,No,Medium,Medium,21,2,Medium,7,6,7,7,4-5 companies,0.019771296,Weak
41,No,Travel_Rarely,933,Research & Development,9,Master,Life Sciences,High,Male,Entry Level,Laboratory Technician,Low,Married,2238,No,Very High,Medium,7,2,High,5,0,1,4,2-3 companies,0.056258181,Weak
19,No,Travel_Rarely,1181,Research & Development,3,Below College,Medical,Medium,Female,Entry Level,Laboratory Technician,Medium,Single,1483,No,Very High,Low,1,3,High,1,0,0,0,0-1 Companies,0.261224677,Weak
40,No,Travel_Frequently,1395,Research & Development,26,Bachelor,Medical,Medium,Female,Junior Level,Research Scientist,Medium,Divorced,5605,No,Low,Medium,20,2,High,20,7,2,13,0-1 Companies,0.012690708,Weak
35,No,Travel_Rarely,662,Sales,1,Doctor,Marketing,High,Male,Mid Level,Sales Executive,Medium,Married,7295,No,Low,High,10,3,High,10,8,0,6,0-1 Companies,0.037337983,Weak
53,No,Travel_Rarely,1436,Sales,6,College,Marketing,Medium,Male,Junior Level,Sales Representative,High,Married,2306,Yes,Very High,Medium,13,3,Low,7,7,4,5,2-3 companies,0.132546236,Weak
45,No,Travel_Rarely,194,Research & Development,9,Bachelor,Life Sciences,Medium,Male,Junior Level,Laboratory Technician,Medium,Divorced,2348,No,High,Medium,20,2,Low,17,9,0,15,5+ companies,0.03542121,Weak
32,No,Travel_Frequently,967,Sales,8,Bachelor,Marketing,Medium,Female,Mid Level,Sales Executive,Very High,Single,8998,No,Very High,Low,9,2,High,9,8,3,7,0-1 Companies,0.114471156,Weak
29,No,Non-Travel,1496,Research & Development,1,Below College,Technical Degree,Very High,Male,Junior Level,Manufacturing Director,High,Married,4319,No,Low,Medium,10,1,High,10,7,0,9,0-1 Companies,0.001720902,Weak
51,No,Travel_Rarely,1169,Research & Development,7,Master,Medical,Medium,Male,Junior Level,Manufacturing Director,High,Married,6132,No,High,Low,10,2,High,1,0,0,0,2-3 companies,0.004609681,Weak
58,No,Travel_Rarely,1145,Research & Development,9,Bachelor,Medical,Medium,Female,Entry Level,Research Scientist,Medium,Married,3346,Yes,Medium,Medium,9,3,Medium,1,0,0,0,4-5 companies,0.080955518,Weak
40,No,Travel_Rarely,630,Sales,4,Master,Marketing,High,Male,Mid Level,Sales Executive,Very High,Married,10855,No,Low,Medium,15,2,Medium,12,11,2,11,5+ companies,0.022274245,Weak
34,No,Travel_Frequently,303,Sales,2,Master,Marketing,High,Female,Entry Level,Sales Representative,High,Married,2231,No,Very High,Medium,6,3,High,4,3,1,2,5+ companies,0.078102041,Weak
22,No,Travel_Rarely,1256,Research & Development,19,Below College,Medical,High,Male,Entry Level,Research Scientist,Very High,Married,2323,No,Low,High,2,6,High,2,2,2,2,0-1 Companies,0.004532299,Weak
27,No,Non-Travel,691,Research & Development,9,Bachelor,Medical,Very High,Male,Entry Level,Research Scientist,Medium,Divorced,2024,No,Very High,Medium,6,1,Low,2,2,2,2,5+ companies,0.013555513,Weak
28,No,Travel_Rarely,440,Research & Development,21,Bachelor,Medical,High,Male,Entry Level,Research Scientist,Very High,Married,2713,No,High,Medium,5,2,Low,5,2,0,2,0-1 Companies,0.026405286,Weak
57,No,Travel_Rarely,334,Research & Development,24,College,Life Sciences,High,Male,Mid Level,Healthcare Representative,Very High,Divorced,9439,Yes,Medium,Medium,12,2,Low,5,3,1,4,2-3 companies,0.1985381,Weak
27,No,Non-Travel,1450,Research & Development,3,Bachelor,Medical,High,Male,Entry Level,Research Scientist,High,Divorced,2566,Yes,Very High,Medium,1,2,Medium,1,1,0,1,0-1 Companies,0.024833463,Weak
50,No,Travel_Rarely,1452,Research & Development,11,Bachelor,Life Sciences,High,Female,Executive Level,Manager,Medium,Single,19926,No,Medium,Low,21,5,High,5,4,4,4,2-3 companies,0.000196945,Weak
41,No,Travel_Rarely,465,Research & Development,14,Bachelor,Life Sciences,Low,Male,Entry Level,Research Scientist,High,Divorced,2451,No,Low,Medium,13,2,High,9,8,1,8,4-5 companies,0.039818566,Weak
30,No,Travel_Rarely,1339,Sales,5,Bachelor,Life Sciences,Medium,Female,Mid Level,Sales Executive,Very High,Married,9419,No,High,Medium,12,2,High,10,9,7,4,2-3 companies,0.011417296,Weak
38,No,Travel_Rarely,702,Sales,1,Master,Life Sciences,Low,Female,Junior Level,Sales Executive,Very High,Single,8686,No,High,Low,12,2,Very High,8,3,0,7,4-5 companies,0.138225461,Weak
32,No,Travel_Rarely,120,Research & Development,6,Doctor,Life Sciences,High,Male,Entry Level,Research Scientist,High,Single,3038,No,Low,Low,8,2,High,5,4,1,4,2-3 companies,0.065978441,Weak
27,No,Travel_Rarely,1157,Research & Development,17,Bachelor,Technical Degree,High,Male,Entry Level,Research Scientist,Medium,Married,3058,Yes,Very High,Medium,6,3,Medium,5,2,1,1,,0.270271728,Weak
19,Yes,Travel_Frequently,602,Sales,1,Below College,Technical Degree,High,Female,Entry Level,Sales Representative,Low,Single,2325,No,Low,Low,1,5,Very High,0,0,0,0,,0.959442037,Strong
36,No,Travel_Frequently,1480,Research & Development,3,College,Medical,Very High,Male,Entry Level,Laboratory Technician,Medium,Single,2088,No,High,Low,13,3,Medium,8,7,7,2,4-5 companies,0.120235442,Weak
30,No,Non-Travel,111,Research & Development,9,Bachelor,Medical,High,Male,Junior Level,Laboratory Technician,Low,Divorced,3072,No,High,High,12,4,High,12,9,6,10,0-1 Companies,0.002023892,Weak
45,No,Travel_Rarely,1268,Sales,4,College,Life Sciences,High,Female,Junior Level,Sales Executive,Low,Divorced,5006,Yes,Low,Medium,9,3,Very High,5,4,0,3,4-5 companies,0.382138816,Medium
56,No,Travel_Rarely,713,Research & Development,8,Bachelor,Life Sciences,High,Female,Entry Level,Research Scientist,Low,Divorced,4257,Yes,High,Medium,19,3,High,2,2,2,2,4-5 companies,0.018098432,Weak
33,No,Travel_Rarely,134,Research & Development,2,Bachelor,Life Sciences,High,Male,Entry Level,Research Scientist,Very High,Single,2500,No,Low,Low,4,2,Very High,3,1,0,2,,0.108013324,Weak
19,Yes,Travel_Rarely,303,Research & Development,2,Bachelor,Life Sciences,Medium,Male,Entry Level,Laboratory Technician,Very High,Single,1102,No,High,Low,1,3,Medium,1,0,1,0,0-1 Companies,0.381553882,Medium
46,No,Travel_Rarely,526,Sales,1,College,Marketing,Medium,Female,Mid Level,Sales Executive,Low,Divorced,10453,No,High,Very High,24,2,High,24,13,15,7,0-1 Companies,0.029016074,Weak
38,No,Travel_Rarely,1380,Research & Development,9,College,Life Sciences,High,Female,Entry Level,Laboratory Technician,Very High,Single,2288,No,High,Low,2,3,High,2,2,2,1,0-1 Companies,0.037568402,Weak
31,No,Travel_Rarely,140,Research & Development,12,Below College,Medical,High,Female,Entry Level,Research Scientist,Very High,Married,3929,Yes,High,Medium,7,0,High,4,2,0,2,5+ companies,0.036841401,Weak
34,No,Travel_Rarely,629,Research & Development,27,College,Medical,Very High,Female,Entry Level,Research Scientist,Medium,Single,2311,No,Very High,Low,9,3,High,3,2,1,2,2-3 companies,0.059572912,Weak
41,Yes,Travel_Rarely,1356,Sales,20,College,Marketing,Medium,Female,Entry Level,Sales Representative,Medium,Single,3140,Yes,Very High,Low,4,5,Medium,4,3,0,2,0-1 Companies,0.856398044,Strong
50,No,Travel_Rarely,328,Research & Development,1,Bachelor,Medical,High,Male,Entry Level,Laboratory Technician,High,Married,3690,No,Very High,Medium,5,2,Medium,3,2,0,2,2-3 companies,0.019543303,Weak
53,No,Travel_Rarely,1084,Research & Development,13,College,Medical,Very High,Female,Junior Level,Manufacturing Director,Low,Divorced,4450,No,High,High,5,3,High,4,2,1,3,0-1 Companies,0.0006707,Weak
33,No,Travel_Rarely,931,Research & Development,14,Bachelor,Medical,Very High,Female,Entry Level,Research Scientist,Medium,Married,2756,No,Very High,Medium,8,5,High,8,7,1,6,0-1 Companies,0.001867182,Weak
40,No,Travel_Rarely,989,Research & Development,4,Below College,Medical,Very High,Female,Executive Level,Manager,High,Married,19033,No,Medium,Medium,21,2,High,20,8,9,9,0-1 Companies,3.75E-05,Weak
55,No,Travel_Rarely,692,Research & Development,14,Master,Medical,High,Male,Executive Level,Research Director,Medium,Single,18722,No,Very High,Low,36,3,High,24,15,2,15,5+ companies,8.22E-07,Weak
34,No,Travel_Frequently,1069,Research & Development,2,Below College,Life Sciences,Very High,Male,Junior Level,Manufacturing Director,High,Married,9547,No,High,Low,10,2,Medium,10,9,1,9,0-1 Companies,0.004147001,Weak
51,No,Travel_Rarely,313,Research & Development,3,Bachelor,Medical,Very High,Female,Senior Level,Healthcare Representative,Medium,Single,13734,No,High,Low,21,6,High,7,7,1,0,2-3 companies,0.008424212,Weak
52,No,Travel_Rarely,699,Research & Development,1,Master,Life Sciences,High,Male,Executive Level,Manager,High,Married,19999,No,Low,Medium,34,5,High,33,18,11,9,,5.95E-06,Weak
27,No,Travel_Rarely,894,Research & Development,9,Bachelor,Medical,Very High,Female,Entry Level,Research Scientist,Medium,Single,2279,No,Very High,Low,7,2,Medium,7,7,0,3,0-1 Companies,0.031254323,Weak
35,Yes,Travel_Rarely,556,Research & Development,23,College,Life Sciences,Medium,Male,Junior Level,Manufacturing Director,High,Married,5916,Yes,Low,Low,8,1,High,1,0,0,1,2-3 companies,0.578085737,Strong
43,No,Non-Travel,1344,Research & Development,7,Bachelor,Medical,Very High,Male,Entry Level,Research Scientist,Very High,Divorced,2089,No,Very High,Very High,7,3,Very High,5,4,2,2,4-5 companies,0.001700997,Weak
45,No,Non-Travel,1195,Research & Development,2,College,Medical,Low,Male,Senior Level,Manager,Very High,Married,16792,No,Very High,Medium,22,1,High,20,8,11,8,5+ companies,0.000408606,Weak
37,No,Travel_Rarely,290,Research & Development,21,Bachelor,Life Sciences,Medium,Male,Entry Level,Research Scientist,Low,Married,3564,Yes,Low,Medium,8,3,Medium,8,7,1,7,0-1 Companies,0.485665393,Strong
35,No,Travel_Frequently,138,Research & Development,2,Bachelor,Medical,Medium,Female,Junior Level,Laboratory Technician,Medium,Single,4425,No,Very High,Low,10,5,High,6,2,1,2,4-5 companies,0.069145142,Weak
42,No,Non-Travel,926,Research & Development,21,College,Medical,High,Female,Junior Level,Manufacturing Director,High,Divorced,5265,No,Medium,Medium,11,5,High,5,3,0,2,2-3 companies,0.000744435,Weak
38,No,Travel_Rarely,1261,Research & Development,2,Master,Life Sciences,Very High,Male,Junior Level,Manufacturing Director,High,Married,6553,No,Medium,Low,14,3,High,1,0,0,0,5+ companies,0.004489585,Weak
38,No,Travel_Rarely,1084,Research & Development,29,Bachelor,Technical Degree,Very High,Male,Junior Level,Manufacturing Director,Very High,Married,6261,No,Low,Medium,9,3,Low,7,7,1,7,2-3 companies,0.015599076,Weak
27,No,Travel_Frequently,472,Research & Development,1,Below College,Technical Degree,High,Male,Junior Level,Manufacturing Director,Low,Married,4298,No,High,Medium,6,1,High,2,2,2,0,4-5 companies,0.02025094,Weak
49,No,Non-Travel,1002,Research & Development,18,Master,Life Sciences,Very High,Male,Junior Level,Manufacturing Director,Very High,Divorced,6804,Yes,Low,High,7,0,High,7,7,1,7,0-1 Companies,0.00193615,Weak
34,No,Travel_Frequently,878,Research & Development,10,Master,Medical,Very High,Male,Entry Level,Research Scientist,High,Divorced,3815,Yes,Very High,Medium,5,4,Very High,5,3,2,0,0-1 Companies,0.09499603,Weak
40,No,Travel_Rarely,905,Research & Development,19,College,Medical,High,Male,Junior Level,Laboratory Technician,Very High,Married,2741,Yes,High,Medium,15,2,Very High,7,2,3,7,5+ companies,0.171367024,Weak
38,Yes,Travel_Rarely,1180,Research & Development,29,Below College,Medical,Medium,Male,Junior Level,Healthcare Representative,Low,Married,6673,Yes,Medium,Low,17,2,High,1,0,0,0,5+ companies,0.583769364,Strong
29,Yes,Travel_Rarely,121,Sales,27,Bachelor,Marketing,Medium,Female,Mid Level,Sales Executive,Very High,Married,7639,No,Very High,Very High,10,3,Medium,10,4,1,9,0-1 Companies,0.52055938,Strong
22,No,Travel_Rarely,1136,Research & Development,5,Bachelor,Life Sciences,Very High,Male,Entry Level,Research Scientist,Medium,Divorced,2328,Yes,Low,Medium,4,2,Medium,4,2,2,2,0-1 Companies,0.3094785,Medium
36,No,Travel_Frequently,635,Research & Development,18,Below College,Medical,Medium,Female,Entry Level,Laboratory Technician,Very High,Single,2153,No,Low,Low,8,2,High,8,1,1,7,0-1 Companies,0.532715696,Strong
40,No,Non-Travel,1151,Research & Development,9,Doctor,Life Sciences,Very High,Male,Junior Level,Healthcare Representative,Very High,Married,4876,No,Very High,Medium,5,5,Low,3,2,0,2,5+ companies,0.000987315,Weak
46,No,Travel_Rarely,644,Research & Development,1,Master,Medical,Very High,Male,Mid Level,Healthcare Representative,Low,Divorced,9396,No,High,Medium,17,3,High,4,2,0,3,5+ companies,0.005169132,Weak
32,Yes,Travel_Rarely,1045,Sales,4,Master,Medical,Very High,Male,Mid Level,Sales Executive,Very High,Married,10400,No,High,Low,14,2,Medium,14,8,9,8,0-1 Companies,0.039587972,Weak
30,No,Non-Travel,829,Research & Development,1,Below College,Life Sciences,High,Male,Mid Level,Manufacturing Director,High,Single,8474,No,High,Low,12,2,High,11,8,5,8,0-1 Companies,0.004310257,Weak
27,No,Travel_Frequently,1242,Sales,20,Bachelor,Life Sciences,Very High,Female,Junior Level,Sales Executive,High,Single,9981,No,Very High,Low,7,2,High,7,7,0,7,0-1 Companies,0.073422564,Weak
51,No,Travel_Rarely,1469,Research & Development,8,Master,Life Sciences,Medium,Male,Mid Level,Research Director,Medium,Married,12490,No,Very High,High,16,5,Low,10,9,4,7,4-5 companies,1.56E-05,Weak
30,Yes,Travel_Rarely,1005,Research & Development,3,Bachelor,Technical Degree,Very High,Female,Entry Level,Research Scientist,Low,Single,2657,Yes,High,Low,8,5,High,5,2,0,4,4-5 companies,0.212016556,Weak
41,No,Travel_Rarely,896,Sales,6,Bachelor,Life Sciences,Very High,Female,Mid Level,Manager,Very High,Single,13591,Yes,High,Low,16,3,High,1,0,0,0,2-3 companies,0.014014492,Weak
30,Yes,Travel_Frequently,334,Sales,26,Master,Marketing,High,Female,Junior Level,Sales Executive,Low,Single,6696,No,High,Low,9,5,Medium,6,3,0,1,4-5 companies,0.586631316,Strong
29,Yes,Travel_Rarely,992,Research & Development,1,Bachelor,Technical Degree,High,Male,Entry Level,Research Scientist,High,Single,2058,No,Very High,Low,7,1,Medium,6,2,1,5,,0.079377769,Weak
45,No,Non-Travel,1052,Sales,6,Bachelor,Medical,Very High,Female,Mid Level,Sales Executive,Very High,Single,8865,No,Very High,Low,23,2,High,19,7,12,8,5+ companies,0.005766024,Weak
54,No,Travel_Rarely,1147,Sales,3,Bachelor,Marketing,Very High,Female,Junior Level,Sales Executive,Low,Married,5940,No,Very High,Medium,16,4,High,6,2,0,5,2-3 companies,0.003974015,Weak
36,No,Travel_Rarely,1396,Research & Development,5,College,Life Sciences,Very High,Male,Junior Level,Laboratory Technician,Medium,Single,5914,No,Very High,Low,16,3,Very High,13,11,3,7,5+ companies,0.017217687,Weak
33,No,Travel_Rarely,147,Research & Development,4,Master,Medical,High,Female,Entry Level,Research Scientist,Medium,Married,2622,No,Very High,Low,7,3,High,3,2,1,1,5+ companies,0.017190654,Weak
37,No,Travel_Frequently,663,Research & Development,11,Bachelor,Other,Medium,Male,Mid Level,Research Director,Very High,Divorced,12185,Yes,High,Very High,10,1,High,10,8,0,7,0-1 Companies,0.000613179,Weak
38,No,Travel_Rarely,119,Sales,3,Bachelor,Life Sciences,Low,Male,Mid Level,Sales Executive,High,Divorced,10609,No,High,High,17,6,Medium,16,10,5,13,,0.034329468,Weak
31,No,Non-Travel,979,Research & Development,1,Master,Medical,High,Male,Junior Level,Manufacturing Director,High,Married,4345,No,Very High,Medium,6,2,High,5,4,1,4,,0.000353928,Weak
59,No,Travel_Rarely,142,Research & Development,3,Bachelor,Life Sciences,High,Male,Entry Level,Research Scientist,Very High,Married,2177,No,Low,Medium,7,6,High,1,0,0,0,2-3 companies,0.00156031,Weak
37,No,Travel_Frequently,319,Sales,4,Master,Marketing,Low,Male,Entry Level,Sales Representative,Very High,Divorced,2793,No,High,Medium,13,2,High,9,8,5,8,4-5 companies,0.079776312,Weak
29,No,Travel_Frequently,1413,Sales,1,Below College,Medical,Medium,Female,Mid Level,Sales Executive,Very High,Married,7918,No,Very High,Medium,11,5,High,11,10,4,1,0-1 Companies,0.007016272,Weak
35,No,Travel_Frequently,944,Sales,1,Bachelor,Marketing,High,Female,Mid Level,Sales Executive,High,Single,8789,No,Low,Low,10,3,Very High,10,7,0,8,0-1 Companies,0.570105368,Strong
29,Yes,Travel_Rarely,896,Research & Development,18,Below College,Medical,High,Male,Entry Level,Research Scientist,Very High,Single,2389,Yes,High,Low,4,3,Medium,4,3,0,1,0-1 Companies,0.207612859,Weak
